"","sign_ups","serves","servers","average_wait_time","average_serve_time","day","avgDayServeTime","loadInflux","daysAfterPrevAssnDue","daysUntilNextAssnDue","daysTilExam","weekNum","hourOfDay","monday","tuesday","wednesday","thursday","friday","saturday","sunday","morning","noon","afternoon","evening","L10daysAfterPrevAssnDue","L5daysAfterPrevAssnDue","L3daysAfterPrevAssnDue","L1daysAfterPrevAssnDue","L10daysUntilNextAssnDue","L5daysUntilNextAssnDue","L3daysUntilNextAssnDue","L1daysUntilNextAssnDue","L10daysTilExam","L5daysTilExam","L3daysTilExam","L1daysTilExam","isFirstOHWithinLastThreeHour","isFirstOHWithinLastSixHour","isLastOHWithinNextThreeHour","isLastOHWithinNextSixHour","NumStudents","InstructorRating","AvgHrsSpent","ProportionFrosh","ProportionGrads","ProportionPhDs","NumEntriesInInt"
"Oct 3, 2017  4:00 PM",7,7,1,8,18.5,2,24.6666666666667,172.666666666667,2,5,31,1,16,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,172,4.1,16.35,0.29,0.14,0.05,4
"Oct 4, 2017 11:00 AM",18,18,1,4.25,4.25,3,10.9,196.2,3,4,30,2,11,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,172,4.1,16.35,0.29,0.14,0.05,4
"Oct 4, 2017  4:00 PM",17,14,1,8.5,16,3,10.9,185.3,3,4,30,2,16,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05,4
"Oct 4, 2017  8:00 PM",9,8,1,13,14,3,10.9,98.1,3,4,30,2,20,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05,2
"Oct 5, 2017  3:00 PM",36,27,2,12.25,5,4,6.28571428571429,226.285714285714,4,3,29,2,15,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,172,4.1,16.35,0.29,0.14,0.05,4
"Oct 5, 2017  7:00 PM",14,20,2,57,8,4,6.28571428571429,88,4,3,29,2,19,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05,3
"Oct 8, 2017  1:00 PM",60,13,1,139,14,0,10.5,630,7,0,26,2,13,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,172,4.1,16.35,0.29,0.14,0.05,4
"Oct 8, 2017  5:00 PM",18,25,1,0,7,0,10.5,189,7,0,26,2,17,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05,4
"Oct 8, 2017  9:00 PM",3,0,0,0,0,0,10.5,31.5,7,0,26,2,21,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05,2
"Oct 9, 2017 11:00 AM",30,5,1,85,8,1,9.125,273.75,1,6,25,2,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,172,4.1,16.35,0.29,0.14,0.05,3
"Oct 9, 2017  3:00 PM",61,36,1,96.25,9.75,1,9.125,556.625,1,6,25,2,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05,4
"Oct 9, 2017  7:00 PM",11,10,2,0,5,1,9.125,100.375,1,6,25,2,19,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05,2
"Oct 10, 2017  3:00 PM",45,34,2,34.25,15.5,2,13,585,2,5,24,2,15,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,172,4.1,16.35,0.29,0.14,0.05,4
"Oct 10, 2017  7:00 PM",22,18,2,40.5,7.25,2,13,286,2,5,24,2,19,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05,4
"Oct 11, 2017 11:00 AM",26,22,1,29.25,1.5,3,8.55555555555556,222.444444444444,3,4,23,3,11,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,172,4.1,16.35,0.29,0.14,0.05,4
"Oct 11, 2017  4:00 PM",39,24,1,64.5,11.25,3,8.55555555555556,333.666666666667,3,4,23,3,16,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05,4
"Oct 11, 2017  8:00 PM",9,8,1,0,13,3,8.55555555555556,77,3,4,23,3,20,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05,2
