"","sign_ups","serves","servers","average_wait_time","average_serve_time","day","avgDayServeTime","loadInflux","daysAfterPrevAssnDue","daysUntilNextAssnDue","daysTilExam","weekNum","hourOfDay","monday","tuesday","wednesday","thursday","friday","saturday","sunday","morning","noon","afternoon","evening","L10daysAfterPrevAssnDue","L5daysAfterPrevAssnDue","L3daysAfterPrevAssnDue","L1daysAfterPrevAssnDue","L10daysUntilNextAssnDue","L5daysUntilNextAssnDue","L3daysUntilNextAssnDue","L1daysUntilNextAssnDue","L10daysTilExam","L5daysTilExam","L3daysTilExam","L1daysTilExam","isFirstOHWithinLastThreeHour","isFirstOHWithinLastSixHour","isLastOHWithinNextThreeHour","isLastOHWithinNextSixHour","NumStudents","InstructorRating","AvgHrsSpent","ProportionFrosh","ProportionGrads","ProportionPhDs"
"Oct 3, 2017  4:00 PM",4,0,1,19,24,2,24.6666666666667,98.6666666666667,2,5,31,1,16,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,172,4.1,16.35,0.29,0.14,0.05
"Oct 3, 2017  5:00 PM",2,5,2,13,18,2,24.6666666666667,49.3333333333333,2,5,31,1,17,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05
"Oct 3, 2017  6:00 PM",1,1,1,0,32,2,24.6666666666667,24.6666666666667,2,5,31,1,18,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05
"Oct 3, 2017  7:00 PM",0,1,0,0,0,2,24.6666666666667,0,2,5,31,1,19,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,172,4.1,16.35,0.29,0.14,0.05
"Oct 4, 2017 11:00 AM",7,5,1,4,3,3,10.9,76.3,3,4,30,2,11,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,172,4.1,16.35,0.29,0.14,0.05
"Oct 4, 2017 12:00 PM",3,5,1,1,2,3,10.9,32.7,3,4,30,2,12,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05
"Oct 4, 2017  1:00 PM",5,2,1,10,11,3,10.9,54.5,3,4,30,2,13,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05
"Oct 4, 2017  2:00 PM",3,6,1,2,1,3,10.9,32.7,3,4,30,2,14,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05
"Oct 4, 2017  4:00 PM",3,0,1,7,18,3,10.9,32.7,3,4,30,2,16,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05
"Oct 4, 2017  5:00 PM",5,7,2,22,18,3,10.9,54.5,3,4,30,2,17,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05
"Oct 4, 2017  6:00 PM",5,3,1,0,10,3,10.9,54.5,3,4,30,2,18,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05
"Oct 4, 2017  7:00 PM",4,4,1,5,18,3,10.9,43.6,3,4,30,2,19,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05
"Oct 4, 2017  8:00 PM",8,4,1,26,14,3,10.9,87.2,3,4,30,2,20,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05
"Oct 4, 2017  9:00 PM",1,4,1,0,14,3,10.9,10.9,3,4,30,2,21,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,172,4.1,16.35,0.29,0.14,0.05
"Oct 5, 2017  3:00 PM",12,10,2,15,4,4,6.28571428571429,75.4285714285714,4,3,29,2,15,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,172,4.1,16.35,0.29,0.14,0.05
"Oct 5, 2017  4:00 PM",4,3,2,5,3,4,6.28571428571429,25.1428571428571,4,3,29,2,16,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05
