"","sign_ups","serves","servers","average_wait_time","average_serve_time","day","avgDayServeTime","loadInflux","daysAfterPrevAssnDue","daysUntilNextAssnDue","daysTilExam","weekNum","hourOfDay","monday","tuesday","wednesday","thursday","friday","saturday","sunday","morning","noon","afternoon","evening","L10daysAfterPrevAssnDue","L5daysAfterPrevAssnDue","L3daysAfterPrevAssnDue","L1daysAfterPrevAssnDue","L10daysUntilNextAssnDue","L5daysUntilNextAssnDue","L3daysUntilNextAssnDue","L1daysUntilNextAssnDue","L10daysTilExam","L5daysTilExam","L3daysTilExam","L1daysTilExam","isFirstOHWithinLastThreeHour","isFirstOHWithinLastSixHour","isLastOHWithinNextThreeHour","isLastOHWithinNextSixHour","NumStudents","InstructorRating","AvgHrsSpent","ProportionFrosh","ProportionGrads","ProportionPhDs","NumEntriesInInt"
"Oct 3, 2017  4:00 PM",7,7,0.25,8,18.5,2,24.6666666666667,172.666666666667,2,5,31,1,16,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,172,4.1,16.35,0.29,0.14,0.05,4
"Oct 4, 2017 11:00 AM",7,5,1,4,3,3,10.9,76.3,3,4,30,2,11,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,172,4.1,16.35,0.29,0.14,0.05,1
"Oct 4, 2017 12:00 PM",11,13,0.333333333333333,4.33333333333333,4.66666666666667,3,10.9,119.9,3,4,30,2,12,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05,3
"Oct 4, 2017  4:00 PM",17,14,0.25,8.5,16,3,10.9,185.3,3,4,30,2,16,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05,4
"Oct 4, 2017  8:00 PM",9,8,0.5,13,14,3,10.9,98.1,3,4,30,2,20,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05,2
"Oct 5, 2017  3:00 PM",12,10,2,15,4,4,6.28571428571429,75.4285714285714,4,3,29,2,15,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,172,4.1,16.35,0.29,0.14,0.05,1
"Oct 5, 2017  4:00 PM",30,24,0.5,25.25,7,4,6.28571428571429,188.571428571428,4,3,29,2,16,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05,4
"Oct 5, 2017  8:00 PM",8,13,0.5,52,6,4,6.28571428571429,50.2857142857143,4,3,29,2,20,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05,2
"Oct 8, 2017  1:00 PM",50,11,0.333333333333333,185.333333333333,15.6666666666667,0,10.5,525,7,0,26,2,13,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,172,4.1,16.35,0.29,0.14,0.05,3
"Oct 8, 2017  4:00 PM",28,20,0.25,0,8.75,0,10.5,294,7,0,26,2,16,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05,4
"Oct 8, 2017  8:00 PM",3,7,0.333333333333333,0,0.666666666666667,0,10.5,31.5,7,0,26,2,20,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05,3
"Oct 9, 2017 11:00 AM",26,2,1,130,17,1,9.125,237.25,1,6,25,2,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,172,4.1,16.35,0.29,0.14,0.05,1
"Oct 9, 2017 12:00 PM",22,8,0.333333333333333,73.3333333333333,5,1,9.125,200.75,1,6,25,2,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05,3
"Oct 9, 2017  4:00 PM",53,39,0.5,72.5,8.75,1,9.125,483.625,1,6,25,2,16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05,4
"Oct 9, 2017  8:00 PM",1,2,1,0,6,1,9.125,9.125,1,6,25,2,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,172,4.1,16.35,0.29,0.14,0.05,1
"Oct 10, 2017  3:00 PM",19,5,2,28,18,2,13,247,2,5,24,2,15,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,172,4.1,16.35,0.29,0.14,0.05,1
"Oct 10, 2017  4:00 PM",40,36,0.5,38,14.25,2,13,520,2,5,24,2,16,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05,4
"Oct 10, 2017  8:00 PM",8,11,0.666666666666667,39.6666666666667,5.33333333333333,2,13,104,2,5,24,2,20,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05,3
"Oct 11, 2017 11:00 AM",5,4,1,7,2,3,8.55555555555556,42.7777777777778,3,4,23,3,11,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,172,4.1,16.35,0.29,0.14,0.05,1
"Oct 11, 2017 12:00 PM",21,18,0.333333333333333,36.6666666666667,1.33333333333333,3,8.55555555555556,179.666666666667,3,4,23,3,12,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05,3
"Oct 11, 2017  4:00 PM",39,24,0.25,64.5,11.25,3,8.55555555555556,333.666666666667,3,4,23,3,16,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05,4
"Oct 11, 2017  8:00 PM",9,8,0.5,0,13,3,8.55555555555556,77,3,4,23,3,20,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05,2
"Oct 12, 2017  3:00 PM",6,3,1,21,8,4,9.71428571428571,58.2857142857143,4,3,22,3,15,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,172,4.1,16.35,0.29,0.14,0.05,1
"Oct 12, 2017  4:00 PM",26,23,0.25,24.75,10,4,9.71428571428571,252.571428571429,4,3,22,3,16,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05,4
"Oct 12, 2017  8:00 PM",6,11,0.333333333333333,17,6.66666666666667,4,9.71428571428571,58.2857142857142,4,3,22,3,20,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,172,4.1,16.35,0.29,0.14,0.05,3
